0 -0.00226611 -0.00677652 -0.0112217 -0.0155587 -0.019746 -0.023743 -0.0275115 -0.0310149 -0.0342197 -0.0370949 -0.0396129 -0.0417494 -0.0434838 -0.0447994 -0.0456836 -0.0461278 -0.0461278 -0.0456836 -0.0447994 -0.0434838 -0.0417494 -0.0396129 -0.0370949 -0.0342197 -0.0310149 -0.0275115 -0.023743 -0.019746 -0.0155587 -0.0112217 -0.00677652 -0.00226611 0 
-0.00226611 0.00240764 0.00719972 0.0119225 0.0165304 0.0209791 0.0252258 0.0292296 0.0329518 0.0363567 0.0394115 0.0420867 0.0443567 0.0461994 0.0475972 0.0485366 0.0490086 0.0490086 0.0485366 0.0475972 0.0461994 0.0443567 0.0420867 0.0394115 0.0363567 0.0329518 0.0292296 0.0252258 0.0209791 0.0165304 0.0119225 0.00719972 0.00240764 0.00677901 
-0.00677652 0.00719972 0.0215298 0.0356526 0.049432 0.0627354 0.0754345 0.0874072 0.0985382 0.10872 0.117855 0.125855 0.132643 0.138153 0.142333 0.145142 0.146554 0.146554 0.145142 0.142333 0.138153 0.132643 0.125855 0.117855 0.10872 0.0985382 0.0874072 0.0754345 0.0627354 0.049432 0.0356526 0.0215298 0.00719972 0.0202717 
-0.0112217 0.0119225 0.0356526 0.0590394 0.0818576 0.103887 0.124917 0.144743 0.163176 0.180036 0.195164 0.208411 0.219651 0.228777 0.235698 0.24035 0.242687 0.242687 0.24035 0.235698 0.228777 0.219651 0.208411 0.195164 0.180036 0.163176 0.144743 0.124917 0.103887 0.0818576 0.0590394 0.0356526 0.0119225 0.0335693 
-0.0155587 0.0165304 0.049432 0.0818576 0.113495 0.144039 0.173196 0.200685 0.226241 0.249619 0.270592 0.28896 0.304545 0.317197 0.326794 0.333244 0.336484 0.336484 0.333244 0.326794 0.317197 0.304545 0.28896 0.270592 0.249619 0.226241 0.200685 0.173196 0.144039 0.113495 0.0818576 0.049432 0.0165304 0.0465435 
-0.019746 0.0209791 0.0627354 0.103887 0.144039 0.182803 0.219807 0.254694 0.287128 0.316797 0.343415 0.366726 0.386505 0.402562 0.414742 0.422927 0.42704 0.42704 0.422927 0.414742 0.402562 0.386505 0.366726 0.343415 0.316797 0.287128 0.254694 0.219807 0.182803 0.144039 0.103887 0.0627354 0.0209791 0.0590695 
-0.023743 0.0252258 0.0754345 0.124917 0.173196 0.219807 0.264302 0.306251 0.34525 0.380925 0.412931 0.440961 0.464743 0.48405 0.498696 0.508538 0.513483 0.513483 0.508538 0.498696 0.48405 0.464743 0.440961 0.412931 0.380925 0.34525 0.306251 0.264302 0.219807 0.173196 0.124917 0.0754345 0.0252258 0.0710266 
-0.0275115 0.0292296 0.0874072 0.144743 0.200685 0.254694 0.306251 0.354858 0.400047 0.441384 0.47847 0.510948 0.538506 0.560877 0.577847 0.589252 0.594982 0.594982 0.589252 0.577847 0.560877 0.538506 0.510948 0.47847 0.441384 0.400047 0.354858 0.306251 0.254694 0.200685 0.144743 0.0874072 0.0292296 0.0822996 
-0.0310149 0.0329518 0.0985382 0.163176 0.226241 0.287128 0.34525 0.400047 0.450991 0.497592 0.539401 0.576015 0.607082 0.632302 0.651433 0.66429 0.67075 0.67075 0.66429 0.651433 0.632302 0.607082 0.576015 0.539401 0.497592 0.450991 0.400047 0.34525 0.287128 0.226241 0.163176 0.0985382 0.0329518 0.0927801 
-0.0342197 0.0363567 0.10872 0.180036 0.249619 0.316797 0.380925 0.441384 0.497592 0.549009 0.595138 0.635535 0.669812 0.697638 0.718746 0.732931 0.740059 0.740059 0.732931 0.718746 0.697638 0.669812 0.635535 0.595138 0.549009 0.497592 0.441384 0.380925 0.316797 0.249619 0.180036 0.10872 0.0363567 0.102367 
-0.0370949 0.0394115 0.117855 0.195164 0.270592 0.343415 0.412931 0.47847 0.539401 0.595138 0.645142 0.688934 0.726091 0.756255 0.779136 0.794514 0.80224 0.80224 0.794514 0.779136 0.756255 0.726091 0.688934 0.645142 0.595138 0.539401 0.47847 0.412931 0.343415 0.270592 0.195164 0.117855 0.0394115 0.110968 
-0.0396129 0.0420867 0.125855 0.208411 0.28896 0.366726 0.440961 0.510948 0.576015 0.635535 0.688934 0.735698 0.775377 0.807589 0.832024 0.848445 0.856695 0.856695 0.848445 0.832024 0.807589 0.775377 0.735698 0.688934 0.635535 0.576015 0.510948 0.440961 0.366726 0.28896 0.208411 0.125855 0.0420867 0.118501 
-0.0417494 0.0443567 0.132643 0.219651 0.304545 0.386505 0.464743 0.538506 0.607082 0.669812 0.726091 0.775377 0.817197 0.851146 0.876898 0.894205 0.9029 0.9029 0.894205 0.876898 0.851146 0.817197 0.775377 0.726091 0.669812 0.607082 0.538506 0.464743 0.386505 0.304545 0.219651 0.132643 0.0443567 0.124892 
-0.0434838 0.0461994 0.138153 0.228777 0.317197 0.402562 0.48405 0.560877 0.632302 0.697638 0.756255 0.807589 0.851146 0.886505 0.913327 0.931353 0.94041 0.94041 0.931353 0.913327 0.886505 0.851146 0.807589 0.756255 0.697638 0.632302 0.560877 0.48405 0.402562 0.317197 0.228777 0.138153 0.0461994 0.13008 
-0.0447994 0.0475972 0.142333 0.235698 0.326794 0.414742 0.498696 0.577847 0.651433 0.718746 0.779136 0.832024 0.876898 0.913327 0.940961 0.959532 0.968863 0.968863 0.959532 0.940961 0.913327 0.876898 0.832024 0.779136 0.718746 0.651433 0.577847 0.498696 0.414742 0.326794 0.235698 0.142333 0.0475972 0.134016 
-0.0456836 0.0485366 0.145142 0.24035 0.333244 0.422927 0.508538 0.589252 0.66429 0.732931 0.794514 0.848445 0.894205 0.931353 0.959532 0.97847 0.987985 0.987985 0.97847 0.959532 0.931353 0.894205 0.848445 0.794514 0.732931 0.66429 0.589252 0.508538 0.422927 0.333244 0.24035 0.145142 0.0485366 0.136661 
-0.0461278 0.0490086 0.146554 0.242687 0.336484 0.42704 0.513483 0.594982 0.67075 0.740059 0.80224 0.856695 0.9029 0.94041 0.968863 0.987985 0.997592 0.997592 0.987985 0.968863 0.94041 0.9029 0.856695 0.80224 0.740059 0.67075 0.594982 0.513483 0.42704 0.336484 0.242687 0.146554 0.0490086 0.13799 
-0.0461278 0.0490086 0.146554 0.242687 0.336484 0.42704 0.513483 0.594982 0.67075 0.740059 0.80224 0.856695 0.9029 0.94041 0.968863 0.987985 0.997592 0.997592 0.987985 0.968863 0.94041 0.9029 0.856695 0.80224 0.740059 0.67075 0.594982 0.513483 0.42704 0.336484 0.242687 0.146554 0.0490086 0.13799 
-0.0456836 0.0485366 0.145142 0.24035 0.333244 0.422927 0.508538 0.589252 0.66429 0.732931 0.794514 0.848445 0.894205 0.931353 0.959532 0.97847 0.987985 0.987985 0.97847 0.959532 0.931353 0.894205 0.848445 0.794514 0.732931 0.66429 0.589252 0.508538 0.422927 0.333244 0.24035 0.145142 0.0485366 0.136661 
-0.0447994 0.0475972 0.142333 0.235698 0.326794 0.414742 0.498696 0.577847 0.651433 0.718746 0.779136 0.832024 0.876898 0.913327 0.940961 0.959532 0.968863 0.968863 0.959532 0.940961 0.913327 0.876898 0.832024 0.779136 0.718746 0.651433 0.577847 0.498696 0.414742 0.326794 0.235698 0.142333 0.0475972 0.134016 
-0.0434838 0.0461994 0.138153 0.228777 0.317197 0.402562 0.48405 0.560877 0.632302 0.697638 0.756255 0.807589 0.851146 0.886505 0.913327 0.931353 0.94041 0.94041 0.931353 0.913327 0.886505 0.851146 0.807589 0.756255 0.697638 0.632302 0.560877 0.48405 0.402562 0.317197 0.228777 0.138153 0.0461994 0.13008 
-0.0417494 0.0443567 0.132643 0.219651 0.304545 0.386505 0.464743 0.538506 0.607082 0.669812 0.726091 0.775377 0.817197 0.851146 0.876898 0.894205 0.9029 0.9029 0.894205 0.876898 0.851146 0.817197 0.775377 0.726091 0.669812 0.607082 0.538506 0.464743 0.386505 0.304545 0.219651 0.132643 0.0443567 0.124892 
-0.0396129 0.0420867 0.125855 0.208411 0.28896 0.366726 0.440961 0.510948 0.576015 0.635535 0.688934 0.735698 0.775377 0.807589 0.832024 0.848445 0.856695 0.856695 0.848445 0.832024 0.807589 0.775377 0.735698 0.688934 0.635535 0.576015 0.510948 0.440961 0.366726 0.28896 0.208411 0.125855 0.0420867 0.118501 
-0.0370949 0.0394115 0.117855 0.195164 0.270592 0.343415 0.412931 0.47847 0.539401 0.595138 0.645142 0.688934 0.726091 0.756255 0.779136 0.794514 0.80224 0.80224 0.794514 0.779136 0.756255 0.726091 0.688934 0.645142 0.595138 0.539401 0.47847 0.412931 0.343415 0.270592 0.195164 0.117855 0.0394115 0.110968 
